2.05	1.10346E-06	1.70268E-07
2.15	8.17879E-07	1.21922E-07
2.25	7.08737E-07	9.73525E-08
2.35	4.31234E-07	6.6541E-08
2.45	3.41678E-07	5.27221E-08
2.55	2.7953E-07	4.31325E-08
2.65	2.70083E-07	3.89832E-08
2.75	1.99052E-07	3.10867E-08
2.85	1.28431E-07	2.34481E-08
2.95	1.55503E-07	2.42854E-08
3.05	1.40445E-07	2.19338E-08
3.15	1.49776E-07	2.16183E-08
3.25	1.61188E-07	2.15397E-08
3.35	1.04317E-07	1.67041E-08
3.45	1.07339E-07	1.63691E-08
3.55	8.91868E-08	1.44681E-08
3.65	1.18209E-07	1.62373E-08
3.75	9.54468E-08	1.42284E-08
3.85	9.73416E-08	1.40501E-08
3.95	1.12883E-07	1.48222E-08
4.05	8.46472E-08	1.26185E-08
4.15	6.35692E-08	1.07451E-08
4.25	7.22309E-08	1.12806E-08
4.35	6.31402E-08	1.03802E-08
4.45	6.65156E-08	1.05171E-08
4.55	7.14275E-08	1.07681E-08
4.65	5.2195E-08	9.08597E-09
4.75	4.96353E-08	8.77434E-09
4.85	7.44711E-08	1.06387E-08
4.95	5.08294E-08	8.71717E-09
5.05	4.99607E-08	8.56818E-09
5.15	5.04583E-08	8.52898E-09
5.25	4.83826E-08	8.29754E-09
5.35	5.20015E-08	8.549E-09
5.45	6.25063E-08	9.31791E-09
5.55	4.25745E-08	7.64658E-09
5.65	6.24941E-08	9.21427E-09
5.75	4.97474E-08	8.17843E-09
5.85	4.5265E-08	7.76288E-09
5.95	4.74789E-08	7.91314E-09
6.05	4.30566E-08	7.49518E-09
6.15	5.68642E-08	8.5726E-09
6.25	4.09825E-08	7.24474E-09
6.35	5.08028E-08	8.03264E-09
6.45	3.90817E-08	7.01927E-09
6.55	4.63297E-08	7.61657E-09
6.65	4.60509E-08	7.57073E-09
6.75	3.71378E-08	6.78039E-09
6.85	3.69623E-08	6.74835E-09
6.95	4.17203E-08	7.15496E-09
7.05	4.05538E-08	7.05951E-09
7.15	4.28479E-08	7.2426E-09
7.25	3.53908E-08	6.5719E-09
7.35	2.31294E-08	5.30627E-09
