2.05	1.4857E-07	1.05055E-07
2.15	5.13887E-08	5.13887E-08
2.25	3.78094E-08	3.78094E-08
2.35	8.70918E-08	5.02824E-08
2.45	0	0
2.55	3.76359E-08	2.66126E-08
2.65	3.18184E-08	2.2499E-08
2.75	0	0
2.85	3.63129E-08	2.09652E-08
2.95	1.07237E-08	1.07237E-08
3.05	0	0
3.15	0	0
3.25	0	0
3.35	2.26884E-08	1.30991E-08
3.45	7.05799E-09	7.05799E-09
3.55	1.32721E-08	9.38479E-09
3.65	1.89185E-08	1.09226E-08
3.75	0	0
3.85	5.73387E-09	5.73387E-09
3.95	5.50289E-09	5.50289E-09
4.05	5.31853E-09	5.31853E-09
4.15	5.13533E-09	5.13533E-09
4.25	4.98116E-09	4.98116E-09
4.35	4.82498E-09	4.82498E-09
4.45	4.7017E-09	4.7017E-09
4.55	0	0
4.65	8.94409E-09	6.32443E-09
4.75	4.38562E-09	4.38562E-09
4.85	1.28915E-08	7.44291E-09
4.95	4.22694E-09	4.22694E-09
5.05	4.1547E-09	4.1547E-09
5.15	0	0
5.25	8.04695E-09	5.69005E-09
5.35	0	0
5.45	3.92738E-09	3.92738E-09
5.55	3.88309E-09	3.88309E-09
5.65	3.84125E-09	3.84125E-09
5.75	3.80155E-09	3.80155E-09
5.85	3.76421E-09	3.76421E-09
5.95	7.45794E-09	5.27356E-09
6.05	0	0
6.15	1.46163E-08	7.30816E-09
6.25	7.24219E-09	5.121E-09
6.35	0	0
6.45	0	0
6.55	3.54038E-09	3.54038E-09
6.65	7.03816E-09	4.97673E-09
6.75	3.50014E-09	3.50014E-09
6.85	1.04508E-08	6.03377E-09
6.95	1.04083E-08	6.00923E-09
7.05	3.47463E-09	3.47463E-09
7.15	1.03842E-08	5.99532E-09
7.25	3.45051E-09	3.45051E-09
7.35	6.88389E-09	4.86764E-09
7.45	3.43564E-09	3.43564E-09
7.55	0	0
7.65	0	0
7.75	0	0
7.85	6.86653E-09	4.85537E-09
7.95	6.87679E-09	4.86262E-09
8.05	3.43179E-09	3.43179E-09
8.15	0	0
8.25	0	0
8.35	0	0
8.45	6.92996E-09	4.90022E-09
8.55	6.95842E-09	4.92035E-09
8.65	1.04869E-08	6.05462E-09
8.75	1.05425E-08	6.08671E-09
8.85	0	0
8.95	7.11464E-09	5.03081E-09
9.05	1.05642E-08	6.09925E-09
9.15	3.54267E-09	3.54267E-09
9.25	3.566E-09	3.566E-09
9.35	3.59135E-09	3.59135E-09
9.45	7.2375E-09	5.11768E-09
9.55	3.64813E-09	3.64813E-09
9.65	3.67957E-09	3.67957E-09
9.75	3.71295E-09	3.71295E-09
9.85	0	0
9.95	1.89274E-08	8.4646E-09
10.05	3.72387E-09	3.72387E-09
10.15	1.12757E-08	6.51E-09
10.25	7.58994E-09	5.3669E-09
10.35	3.83307E-09	3.83307E-09
10.45	3.87285E-09	3.87285E-09
10.55	7.83009E-09	5.53671E-09
10.65	7.91774E-09	5.59869E-09
10.75	8.01021E-09	5.66408E-09
10.85	8.10592E-09	5.73175E-09
10.95	4.1032E-09	4.1032E-09
11.05	8.31174E-09	5.87729E-09
11.15	4.2101E-09	4.2101E-09
11.25	1.28002E-08	7.39019E-09
11.35	1.72996E-08	8.64982E-09
11.45	1.31616E-08	7.59883E-09
11.55	4.45013E-09	4.45013E-09
11.65	9.03271E-09	6.38709E-09
11.75	9.16812E-09	6.48284E-09
11.85	4.65322E-09	4.65322E-09
11.95	0	0
12.05	1.91944E-08	9.59723E-09
12.15	4.87388E-09	4.87388E-09
12.25	4.95149E-09	4.95149E-09
12.35	1.00629E-08	7.11551E-09
12.45	1.02254E-08	7.23048E-09
12.55	5.1963E-09	5.1963E-09
12.65	2.6411E-08	1.18113E-08
12.75	1.61082E-08	9.30007E-09
12.85	5.45888E-09	5.45888E-09
12.95	0	0
13.05	0	0
13.15	1.7214E-08	9.9385E-09
13.25	2.91728E-08	1.30465E-08
13.35	1.18667E-08	8.39103E-09
13.45	6.03338E-09	6.03338E-09
13.55	3.06782E-08	1.37197E-08
13.65	0	0
13.75	0	0
13.85	1.29054E-08	9.12549E-09
13.95	1.31236E-08	9.27976E-09
14.05	1.33461E-08	9.43712E-09
14.15	1.3573E-08	9.59756E-09
14.25	0	0
14.35	0	0
14.45	2.14107E-08	1.23615E-08
14.55	1.45141E-08	1.0263E-08
14.65	1.47587E-08	1.0436E-08
14.75	7.50377E-09	7.50377E-09
14.85	7.62937E-09	7.62937E-09
14.95	7.75711E-09	7.75711E-09
15.05	7.887E-09	7.887E-09
15.15	4.00902E-08	1.79289E-08
15.25	8.15118E-09	8.15118E-09
15.35	1.6573E-08	1.17189E-08
15.45	0	0
15.55	3.42457E-08	1.71229E-08
15.65	5.22127E-08	2.13157E-08
15.75	1.76898E-08	1.25085E-08
15.85	8.98874E-09	8.98874E-09
15.95	1.82696E-08	1.29185E-08
16.05	9.28287E-09	9.28287E-09
16.15	1.88642E-08	1.3339E-08
16.25	1.91669E-08	1.3553E-08
16.35	9.73686E-09	9.73686E-09
16.45	3.95697E-08	1.97849E-08
16.55	4.02002E-08	2.01001E-08
16.65	1.02098E-08	1.02098E-08
16.75	1.03716E-08	1.03716E-08
16.85	2.10732E-08	1.4901E-08
16.95	0	0
17.05	0	0
17.15	2.208E-08	1.56129E-08
17.25	6.72742E-08	2.74645E-08
17.35	0	0
17.45	4.62529E-08	2.31265E-08
